Nome do Arquivo,Possivel raça,Cor aproximada,Porte aproximado,Peso Aproximado,Texto da imagem,URL do post,Texto do post
2024-05-06_03-47-19_UTC_2,Indeterminado,"['Caramelo', 'Preto e Castanho']","['Médio', 'Médio']","['10-20 kg', '10-20 kg']",,https://www.instagram.com/p/,
2024-05-06_03-47-19_UTC_3,Indefinido,Marrom,Médio,Indefinido,,https://www.instagram.com/p/,
2024-05-06_03-47-19_UTC_4,Não é possível determinar a raça exata sem mais informações,Marrom e branco,Pequeno a médio,Não é possível estimar o peso exato sem mais informações,,https://www.instagram.com/p/,
2024-05-06_03-47-19_UTC_5,cão,bege com manchas brancas,médio,15-25 kg,,https://www.instagram.com/p/,
2024-05-06_03-47-19_UTC_6,não é possível determinar com precisão sem características específicas da raça,marrom com manchas brancas,médio,não é possível determinar com precisão apenas pela imagem,,https://www.instagram.com/p/,
2024-05-06_03-47-19_UTC_7,Indeterminada,Branco e marrom,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-47-19_UTC_8,Indefinida,Preto e branco,Médio,Indefinido,,https://www.instagram.com/p/,
2024-05-06_03-47-19_UTC_9,vira-lata,marrom com partes pretas,médio,15 a 25 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_1,Pastor Alemão,Preto e Castanho,Grande,30-40 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_10,não é possível determinar com precisão,cinza,médio,não é possível determinar com precisão,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_11,Cão - raça não determinada,Bege,Pequeno,Não possível determinar com precisão,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_12,Indeterminada,Marrom com preto,Médio,20-30 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_13,Indeterminada,Preto,Médio,20-30 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_14,Indeterminado,Branco com manchas bege claro,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_15,Mestiço,Preto com manchas cinza,Médio,20-30 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_2,Pastor Alemão,Preto e castanho,Grande,30 a 40 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_3,Indeterminado,Preto e branco/Marrom e preto,Pequeno,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_4,Pit Bull Terrier ou Similar,Marrom,Médio,20 a 30 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_5,Indefinido,Marrom claro com branco,Médio,Indefinido,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_6,Dachshund,Preto e marrom,Pequeno,4.5 a 12 kg (dependendo se é miniatura ou padrão),,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_7,Mestiço,"Preto, branco e marrom",Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_8,Vira-lata,Marrom com partes em preto e branco,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-08_UTC_9,Não é possível determinar com precisão a raça do cão apenas pela imagem,Marrom com partes em preto,Médio,Não é possível determinar com precisão o peso apenas pela imagem,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_1,Vira-lata,Preto e marrom,Médio,15 a 25 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_10,Labrador Retriever,Preto,Grande,25-36 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_11,Indeterminada,Marrom com preto,Grande,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_12,Indeterminada,Bege,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_13,Não é possível determinar com precisão a raça do cão somente pela imagem,Preto,Grande,"Não é possível estimar o peso exato a partir de uma imagem, mas cães de porte grande geralmente pesam entre 25-45 kg",,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_14,cão de raça indefinida,marrom,médio,Não é possível estimar com precisão sem mais informações,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_15,Indeterminada,Marrom e Preto com algumas manchas brancas,Pequeno,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_2,vira-lata ou SRD (Sem Raça Definida),branco com manchas bege,médio,"Não é possível determinar com exatidão sem avaliação física, mas um cão de porte médio geralmente pesa entre 10 a 20 kg",,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_4,cão,branco com manchas marrons,médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_5,Indeterminado,Marrom com Preto,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_6,Indeterminado,Marrom escuro,Pequeno,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_7,Vira-lata,Bege com branco,Pequeno,5 a 10 kg,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_8,Indeterminado,Branco com manchas amareladas,Médio,Indeterminado,,https://www.instagram.com/p/,
2024-05-06_03-48-59_UTC_9,Mestiço,Amarelo com manchas pretas,Médio,20 a 30 kg,,https://www.instagram.com/p/,
2024-05-06_03-51-42_UTC,Mestiço,Marrom com preto e branco,Médio,Indeterminado,"Gente, to em busca dessa cachorrinha!!! Me chamem se virem algum cachorro parecido! Fugiu do SESI!",https://www.instagram.com/p/C6nNKPdA9g-,"Nome dela Malu / Canoas / fugiu perto do abrigo SESI em Canoas 
51 9937-60337"
2024-05-06_03-53-34_UTC,Pit Bull Terrier,Branco com manchas marrons,Médio,"Entre 14 a 27 kg, considerando a raça e porte médio",,https://www.instagram.com/p/C6nNX7ogSp3,🚨 PROCURA-SE NA CAMPINA/ SÃO LEOPOLDO 🚨
2024-05-06_03-54-05_UTC,Não é possível determinar com precisão a raça do cão apenas com base na imagem,"Preto, branco e marrom",Médio,Indeterminado,,https://www.instagram.com/p/C6nNbmygIrh,🚨 PROCURA-SE NA CAMPINA/ SÃO LEOPOLDO 🚨
2024-05-06_03-54-25_UTC,American Pit Bull Terrier,Branco com manchas marrom-avermelhadas,Médio,15 a 30 kg,"ESTÁ DESAPARECIDO Atende por Betovem Ajudem a divulgar @meubichotasalvocanoas @petsperdidoscanoas @tosalvoanimais Quem tiver alguma informação, chamar no insta @lyya.sm Estava no bairro Mathias e não pôde ser resgatado",https://www.instagram.com/p/,
2024-05-06_03-56-06_UTC,Pit Bull Terrier ou similar,Marrom com branco,Médio,"15-30 kg, dependendo de fatores específicos como idade e saúde geral",ESTÁ DESAPARECIDO Atende por Betovem,https://www.instagram.com/p/C6nNqbiA0ta,"🚨 PROCURA-SE NA MATHIAS VELHO, CANOAS 🚨"
2024-05-06_03-56-41_UTC,Sem informações suficientes para determinar a raça específica,Marrom com preto e branco,Médio,Sem informações suficientes para estimar,Pessoal Se vocês virem uma cachorrinha assim Em Canoas-RS resgatada me avisem É a garrinha ela não teve tempo de ser buscada,https://www.instagram.com/p/,
2024-05-06_04-09-51_UTC,Raça indeterminada,Marrom com branco,Médio,Indeterminado,,https://www.instagram.com/p/C6nPPGIACxo,"🚨 PROCURA-SE NA MATHIAS VELHO, CANOAS 🚨
Atende por BOLOTA"
2024-05-06_04-11-32_UTC,gato,branco,pequeno,3 a 5 kg,,https://www.instagram.com/p/C6nPbh_A4_-,"🚨 PROCURA-SE NA MATHIAS VELHO, CANOAS 🚨 
Atende por Mel"
2024-05-06_04-11-44_UTC,Indeterminada,Preto e marrom,Médio,Indeterminado,@meubichotasalvocanoas @caesresgatadoscanoas @protetorcristianemoraes Seguimos na busca... se alguém souber... @tosalvoanimais @bemestaranimal._no telhado da marias 660 fatima,https://www.instagram.com/p/,
2024-05-06_04-13-23_UTC,gato,Várias cores,Pequeno,Não é possível estimar,SIGAM! @tosalvoanimais envie a foto do seu pet +cidade e bairro +tel para contato 3 DOGS RESGATADOS! FALTAM 3! AJUDEM A AJUDA!!! PE E ZUCKO PROCURA-SE LOKI,https://www.instagram.com/p/,
2024-05-06_04-15-15_UTC,Indeterminado,Preto e caramelo,Médio,Indeterminado,"Homem procura por sua pet 'Piriguete' - Canoas
LUIS CARLOS DIAS MACHADO DE OLIVEIRA
PROCURANDO POR SUA CACHORRA 'PIRIGUETE'",https://www.instagram.com/p/,
2024-05-06_04-16-15_UTC,gato,preto e branco,pequeno a médio,impossível determinar com a imagem,"O nome dele é Bendy, ele tem a ponta do rabo branca igual uma bolinha, se algum de vocês verem ele, por favor entrem em contato
Esse gatinho é do meu primo, tiveram que deixar a casa e não encontraram ele, perdido em São Leopoldo no bairro Santos Dumont
Compartilhem para que possamos encontrar 🙏😔",https://www.instagram.com/p/,
2024-05-06_04-16-46_UTC,gato,branco e preto,pequeno,não é possível estimar,"O nome dele é Bendy, ele tem a ponta do rabo branca igual uma bolinha, se algum de vocês verem ele, por favor entrem em contato",https://www.instagram.com/p/C6nQB0NA6vl,🚨 PROCURA-SE EM SÃO LEOPOLDO 🚨
2024-05-06_04-18-54_UTC_1,Cão,Branca com manchas pretas,Médio,15-25 kg,REDMI NOTE 7 ERICKA FLESCH,https://www.instagram.com/p/,
2024-05-06_04-21-51_UTC,gato,preto e branco,médio,3 a 5 kg,"Perdido na Mathias, Gildo de Vargas 342, se alguém vir ele por favor entre",https://www.instagram.com/p/C6nQm_bAfUy,"🚨 PROCURA-SE NA MATHIAS VELHO, CANOAS 🚨"
2024-05-06_04-22-07_UTC,gato,"Creme e marrom, com máscara escura no rosto",Médio,Indeterminado,"PERDIDA NA MATHIAS, RUA JAGUARI 213",https://www.instagram.com/p/C6nQpCig_h-,"🚨 PROCURA-SE NA MATHIAS VELHO, CANOAS 🚨"
2024-05-06_04-22-31_UTC,Basset Hound e cão de raça indefinida,Marrom e branco,Pequeno e médio,20-35 kg e 10-20 kg,JUJUBA E THOR- desaparecidos. Última vez q foram vistos foi na rua VACARIA 870 EM CIMA DO TELHADO!!! Fêmea Macho,https://www.instagram.com/p/C6nQr4wAMpU,"🚨 PROCURA-SE NA MATHIAS VELHO, CANOAS 🚨"
2024-05-06_04-25-04_UTC,"Cão, raça não especificada",Bege com branco,Médio,20kg,"PROCURA-SE O FAROL, 12 ANOS, APROXIMADAMENTE 20KG, A FAMILIA ERA DESSA CASA DE MURO AZUL, PRECISARAM SAIR EVACUADOS E O DOG NAO PODE IR JUNTO, A FAMILIA ESTA PROCURANDO POR ELE. RESIDENCIA NA São borja, 281, mathias velho, canoas Contato @fernascimentos",https://www.instagram.com/p/C6nQ-lLgnyx,"🚨 PROCURA-SE NA MATHIAS VELHO, CANOAS 🚨"
2024-05-06_04-25-39_UTC,Raça não identificável com certeza,Branco com manchas pretas/acinzentadas,Médio,Peso não pode ser avaliado com precisão pela imagem,,https://www.instagram.com/p/C6nRC2wA-k5,"🚨 PROCURA-SE NA MATHIAS VELHO, CANOAS 🚨

Atende por Mag"
2024-05-06_04-26-56_UTC,gato,"['Tigrado', 'Branco', 'Preto']","['Pequeno', 'Pequeno', 'Pequeno']","['Indeterminado', 'Indeterminado', 'Indeterminado']","TRÊS GATINHOS, QUE A PRINCÍPIO SE ENCONTRAM NA RUA 16 NA CHÁCARA DOS LEÕES, ATRÁS DA ESCOLA PADRE ORESTES! UMA CASA DE DOIS ANDARES ROXA... PRECISAMOS DE SOCORRO PARA RESGATÁ-LOS! 😭 📍 SANTOS DUMONT",https://www.instagram.com/p/C6nRMUhgKtc,"🚨 PROCURA-SE NO SANTOS DUMONT, SÃO LEOPOLDO 🚨"
2024-05-06_04-27-39_UTC,,,,,Estão divulgando as pessoas que estão abrigadas sem contato com familiares! Animais: ,https://www.instagram.com/p/,
2024-05-06_04-37-50_UTC,gato,Cinza claro com listras escuras,Pequeno,Indeterminado,"Novo ESTEIO @esteioaverdade @esteiomilgrau Pessoal, achei esse gatinho perdido em Novo Esteio, macho, deve ter menos de um ano, está com coleira escrito Nicho dos Bichos, está sob meus cuidados! Se souberem de quem é me chamem 51 996259958",https://www.instagram.com/p/,
2024-05-06_04-38-24_UTC,gato,cinza e branco,pequeno a médio,3 a 5 kg,"@esteioaverdade @esteioamilgrau Pessoal, achei esse gatinho perdido em Novo Esteio",https://www.instagram.com/p/C6nSgPagwLE,ENCONTRADO EM NOVO ESTEIO - PROCURANDO O DONO
2024-05-06_04-40-46_UTC,Não é possível determinar a raça com exatidão,"{'Cão superior': 'Cinza e branco', 'Cão inferior': 'Preto e castanho'}","{'Cão superior': 'Médio', 'Cão inferior': 'Grande'}","{'Cão superior': 'Indeterminado', 'Cão inferior': 'Indeterminado'}","QUEM PUDER, COMPARTILHE PORFAVOR.

GALERA POR FAVOR, QUEM ESTIVER DE BARCO, E PASSAR PELA RUA ANTÔNIO PRADO, PASSANDO A SANTA CATARINA,",https://www.instagram.com/p/C6nSxmbgkDk,"🚨 PROCURA-SE NA MATHIAS VELHO, CANOAS 🚨

preciso de ajuda, as duas estao ilhadas desde que começou a enchente, nao tenho notícias delas!! atendem por diana e belinha, telefone pra contato é 51 981037015"
2024-05-06_04-55-28_UTC,,,,,"PRA QUEM TÁ NA PROCURA DO SEU PET, NÃO DESISTA! OLHA EM TODOS OS INSTA E ONG's

MANDEM AS FOTOS POSSÍVEIS DOS ANIMAIS NOS ABRIGOS, AS VEZES AS PESSOAS TÃO DO OUTRO LADO DA CIDADE E NÃO TEM COMO IR EM X ABRIGO...

DEIXO A MOTIVAÇÃO ❤️👉",https://www.instagram.com/p/,
2024-05-06_04-57-10_UTC,,,,,"Encontramos o maluco, muito obrigada por ter compartilhado... ❤️

SÉRIO?!

Onde???

Felicidade ❤️❤️❤️❤️❤️❤️

Uma ong salvou ele e deu para um lar temporário ❤️

E nos grupos publicaram a foto dele dizendo que tinham achado esse cachorro ❤️

Entramos em contato e vamos pegar amanhã

a melhor parte é quando vocês avisam que encontraram ❤️",https://www.instagram.com/p/,
2024-05-06_15-09-10_UTC,Não é possível determinar a raça do cão,Não é possível definir a cor exata a partir da imagem,Não é possível determinar o porte a partir da imagem,Não é possível determinar o peso a partir da imagem,"Perfis para encontrar animais perdidos
@acheseupetrs
@meubichotasalvocanoas
@animaisresgatadosmathias
@tosalvoanimais
TÔ SALVO
ANIMAIS - VALE DOS SINOS
Rio Grande do Sul",https://www.instagram.com/p/,
2024-05-06_15-11-47_UTC,,,,,Perfis para encontrar animais perdidos,https://www.instagram.com/p/,
2024-05-06_15-12-25_UTC,,,,,"@dogs_enchenters @achesuepetrs @tosalvo_pets_saoleo @enchenters_dogs_cb @tosalvoanimais_saoleo @tosalvoanimais @adotareencontrarpetrs @caesresgatadoscanoas ESTES FORAM OS PERFIS QUE CHEGARAM ATÉ MIM, PODEM TER OUTROS",https://www.instagram.com/p/,
2024-05-06_15-14-29_UTC,gato,Cinza atigrado,Médio,3 a 5 kg,"DESAPARECIDA Maia - Fêmea Bartolomeu de Gusmão, 241 - Novo Estelio",https://www.instagram.com/p/C6obTCzAJ09,🚨 DESAPARECIDA EM NOVO ESTEIO 🚨
2024-05-06_15-14-58_UTC,gato,amarelo e branco,médio,4 a 5 kg,Desaparecido Romeu - macho,https://www.instagram.com/p/C6obWlpgyZX,🚨 DESAPARECIDO EM NOVO ESTEIO 🚨
2024-05-06_15-15-21_UTC,gato,"Tricolor (Branco, laranja e preto)",Pequeno,Entre 3 a 5 kg,Nala - fêmea,https://www.instagram.com/p/C6obZYcgHgo,🚨 DESAPARECIDA EM NOVO ESTEIO 🚨
2024-05-06_15-17-41_UTC,gato,branco com manchas pretas,médio,indeterminado,Oi podem divulgar meu gatinhos ?? Tenho 8 gatos dentro da minha casa e não deu tempo de pegar eles a água subiu mto to desesperada é na Mathias velho na rua libertação 320 não sei se eles tao no telhado n sei de nada só me ajuda a achar eles pfvr GATOS ILHADOS NE MATHIAS VELHO,https://www.instagram.com/p/,
2024-05-06_15-18-52_UTC,gato,Cinza com listras pretas,Médio,Indeterminado,Boa noite pessoal essa gatinha e a cadelinha foram resgatados das enchentes em CANOAS bairro: Mathias Velho Vamos compartilhar para achar os seus donos RESGATADOS! É de alguém??? Bairro Mathias Velho,https://www.instagram.com/p/,
2024-05-06_15-20-41_UTC_1,gato,Tigrado,Médio,4 a 5 kg,,https://www.instagram.com/p/,
2024-05-06_15-20-41_UTC_2,gato,Cinza com listras pretas,Médio,4 a 5 kg,,https://www.instagram.com/p/,
2024-05-06_15-21-44_UTC,Indeterminada,Preto com manchas castanho,Médio,Indeterminado,,https://www.instagram.com/p/C6ocIH1g9D7,"🚨 DESAPARECIDA NA VICENTINA - SÃO LEOPOLDO 🚨
Procuramos a preta - bairro vicentina em São Léo telefone pra contato: 51 99270-9797 Natália"
2024-05-06_15-22-44_UTC,gato,Preto,Médio,Indeterminado,"Atrás desse prédio. @RESGATADOAGORACANOAS @PROTETORCRISMORAES Pessoal, minhas gatinhas ficaram em casa, deixei soltas, a Peludinha está de coleira vermelha e a de pelinho baixo de coleira rosa. Por favor, devem estar com fome. Rua José Veríssimo, 925, Harmonia. Meu telefone 51991726482",https://www.instagram.com/p/C6ocPgEAfjT,🚨 DESAPARECIDAS DO BAIRRO HARMONIA - CANOAS 🚨
2024-05-06_15-26-25_UTC,Não é possível determinar a raça exata sem análise especializada,Preto com marcas em castanho,Pequeno,Não é possível estimar com precisão sem informações adicionais,,https://www.instagram.com/p/C6ocqhNAhpj,🚨 DESAPARECIDOS NA HARMONIA - CANOAS 🚨Eles eram da harmonia na rua Elis Regina
2024-05-06_15-26-39_UTC,Indeterminada,Preto,Pequeno a médio,Indeterminado,,https://www.instagram.com/p/C6ocsHxASCI,🚨 DESAPARECIDOS NA HARMONIA - CANOAS 🚨
2024-05-06_15-26-51_UTC,Cão,Dourado,Pequeno,Indeterminado,,https://www.instagram.com/p/C6octm1AtzL,🚨 DESAPARECIDOS NA HARMONIA - CANOAS 🚨
2024-05-06_15-27-41_UTC,Border Collie,"Preto, branco e marrom",Médio,Entre 12 e 20 kg,Alguém conhece o dono desse cachorro?? Estava do lado da Mathias,https://www.instagram.com/p/,
2024-05-06_15-29-40_UTC,Cão de raça não identificada,Amarelo e branco com manchas pretas,Médio,Peso não pode ser determinado a partir da imagem,"Pessoal, Meu cachorrinho foi perdido na enchente😭 Ele ficou na Rua nossa senhora Aparecida, 1422 - Mathias Velho É macho, atende por Pipoca, porte médio, tem marquinhas de alergia ao redor dos olhos. Se alguém viu ou resgatou ele, me avisem, por favor!! Telefone p/ contato: (51)982013543",https://www.instagram.com/p/,
2024-05-06_15-31-41_UTC,Pit Bull Terrier,"Vários (preto, cinza, bege)",Médio a Grande,"15-30 kg (cada um, aproximadamente)",Viu esses animais?? AVISA A GENTE Procuramos 4 sei que foram resgatados porém não estou encontrando se poderem divulgar ou qualquer informação agradeço 23:51,https://www.instagram.com/p/,
2024-05-06_15-32-18_UTC,Pittbull ou similar,"Cinza, loiro e preto com branco",Médio a grande,"20 a 30 kg cada um, aproximadamente",@dogs_vascodagama,https://www.instagram.com/p/C6odVmRAtNs,DONO SABE QUE FORAM RESGATADOS MAS NÃO SABE ONDE ELES ESTÃO 🚨 CANOAS 🚨
2024-05-06_15-33-14_UTC_1,American Staffordshire Terrier ou Pitbull Terrier,Branco e marrom,Médio,20 a 30 kg,,https://www.instagram.com/p/,
2024-05-06_15-33-14_UTC_2,Dogo Argentino,Branco,Grande,35 a 45 kg,,https://www.instagram.com/p/,
2024-05-06_15-36-11_UTC,Sem identificação específica,Preto e branco,Pequeno,Indeterminado,,https://www.instagram.com/p/C6odx_QgjDx,🚨 ENCONTRADA NA MATHIAS VELHO - CANOAS🚨
2024-05-06_15-37-51_UTC,Indeterminada,Variada,Médio a Grande,Indeterminado,"Se alguém encontrou algum desses cachorros, por favor entrar em contato com a @luisanalves
Marley
Dora
Chase
RIO BRANCO - CANOAS",https://www.instagram.com/p/,
2024-05-06_15-40-23_UTC,Shih Tzu,Bege,Pequeno,4-7 kg,"Gente, estou abrigando essa shitzu, foi encontrada no prata - Rio Branco Canoas @ratinhopets Estou a procura do dono, quem puder ENCONTRADA NA RIO BRANCO!! É DE ALGUÉM??",https://www.instagram.com/p/,
2024-05-06_15-41-02_UTC,Shih Tzu,Caramelo,Pequeno,"4 a 7,25 kg","Gente, estou abrigando essa shitzu, foi encontrada no prata - Rio Branco Canoas @ratinhopets",https://www.instagram.com/p/C6oeVgpATPd,"PROCURA-SE OS DONOS NA RIO BRANCO, CANOAS 🚨"
2024-05-06_15-41-54_UTC,gato,,,,"Ainda não encontramos a Amanda.
Ela é porte médio e tem uma mancha rosa no nariz.

Se alguém reconhecer ela me avisa, por favor! Quem puder ajudar a compartilhar eu agradeço!",https://www.instagram.com/p/C6oebzwgQGf,DESAPARECIDA EM CANOAS 🚨
2024-05-06_15-43-28_UTC,Não é possível determinar a raça exata do cão com precisão a partir da imagem,Branco com manchas pretas,Médio a grande,Não é possível estimar o peso com precisão a partir da imagem,"BAORRO FÁTIMA, CANOAS
Por favor, se meu cachorro estiver aí estou tentando resgate faz dois dias não sei se ele continua lá na casa.
Thor macho bairro Fátima",https://www.instagram.com/p/,
2024-05-06_15-44-53_UTC_1,gato,branco com algumas manchas cor de creme ou bege claro,médio,impossível de determinar com precisão a partir da imagem,,https://www.instagram.com/p/,
2024-05-06_15-44-53_UTC_2,gato,branco,pequeno a médio,3 a 5 kg,,https://www.instagram.com/p/,
2024-05-06_15-45-24_UTC,,,,,"ATENÇÃO VIADUTO DA MATHIAS MUITOS CÃES SOLTOS NA BR116, DIRIJA DEVAGAR E CUIDE DO PRÓXIMO",https://www.instagram.com/p/,
2024-05-06_15-46-18_UTC,Indefinido,Preto e Marrom / Branco e Marrom,Médio,Indefinido,"@day_lumertz esses são o negão e a bolinha, uns dos 7 cachorros que precisam de resgate na mathias, na rua espumoso 312, eles estão dentro de casa. Por favor, precisamos de alguém que pode emprestar ou alugar o barco pra nós ir fazer o resgate!! Preciso de ajuda pra saber se foram resgatados Estavam nessa casa",https://www.instagram.com/p/,
2024-05-06_15-49-40_UTC,Beagle,"Tricolor (Branco, Marrom e Preto)",Médio,10-11 kg,"A minha mãe foi resgatada no bairro Harmonia em Canoas e não conseguiu levar os pets. Se alguém os encontra-los, favor me contatar. @meubichotalsavoocanoas @petsperdidoscanoas @dogs_vascodacama Qualquer notícia por favor!! Animalzinhos da @fabibarchet",https://www.instagram.com/p/,
2024-05-06_15-50-55_UTC,cão,preto e castanho,pequeno a médio,não é possível determinar,"Machinho encontrado na João Corrêa onde estão sendo feitas os resgates de barco.
Está comigo em minha casa!
51-997467331",https://www.instagram.com/p/C6ofd7QAO30,CAO ENTRANDO NA JOÃO CORRÊA - SÃO LEOPOLDO 🚨 CONHECE O DONO?? Avisa aqui
2024-05-06_15-52-05_UTC,gato,Cinzento com listras pretas,Pequeno a médio,"Não é possível determinar exatamente, mas gatos desse porte geralmente pesam entre 3 a 5 kg","jardel filho, bairro santo Inácio esteio RESPONDE PELO NOME DE TITA Contato:(51)99868773",https://www.instagram.com/p/C6ofmc_ABbV,"DESAPARECIDOS NO SANTO INÁCIO EM ESTEIO 🚨 Por favor compartilhem uma amiga perdeu aqui em Esteio, trouxe de canoas, mas se perdeu aqui em esteio"
2024-05-06_15-54-29_UTC,Indefinida,Castanho com preto,Médio,Indeterminado,DESAPARECIDO ATENDE POR FIFO,https://www.instagram.com/p/C6of4BzgRX6,"🚨 DESAPARECIDO NA MATHIAS VELHO - CANOAS 🚨 porte médio, caramelo e preto, adulto"
2024-05-06_15-56-12_UTC,Border Collie,Branco com manchas pretas e castanho,Médio,14-20 kg,"Gente, essa noite o nosso portão abriu e o Bethoven fugiu no bairro Tamandaré",https://www.instagram.com/p/C6ogEpFgLFy,🚨 PERDIDO EM ESTEIO 🚨
2024-05-06_15-58-08_UTC,Border Collie,Marrom e branco,Médio,14-20 kg para um adulto médio dessa raça,"Achei esse bebê border collie na frente do oliveira, me seguiu até nossa senhora das graças. Preciso de alguém que cuide para não ficar nas ruas ❤️ Reações enviadas para Maria Eduarda",https://www.instagram.com/p/C6ogS06gtLB,CÃO ENCONTRADO 🚨🚨🚨 CANOAS 🚨🚨🚨 PROCURA-SE OS DONOS
2024-05-06_15-59-44_UTC,Pitbull Terrier ou mistura,Preto e Branco,Médio,25-30 kg,"ESTAMOS PROCURANDO O 'SLINK' ELE É DO NOSSO AMIGO @MATHEUSDLORETO ESTAVA NO CENTRAL PARK - CANOAS SE VCS VIRAM EM ALGUM LOCAL, NOS AVISEM QUE VAMOS BUSCAR!!",https://www.instagram.com/p/C6ogeidAmoB,PROCURA SE O SLINK 🚨🚨 ESTAVA NO CENTRAL PARK - CANOAS 🚨🚨
2024-05-06_16-00-01_UTC,Indeterminada,Marrom com branco,Médio,Indeterminado,"Perdida Atende por Melody! Essa e a cadelinha da minha afilhada! Eles moram em canoas mathias velho. Graças a Deus estão bem conseguiram sair antes da enchente,mas como estavam de carona não poderam levar a cadelinha! Estão a procura! Caso alguém veja foto ou algo do tipo me chamem! @rafaelmunhoz9846 @luisfernando_marcelo @nini_ana_clara @maiaracmoura @ronaldysilva_ @robynemanuel",https://www.instagram.com/p/,
2024-05-06_16-00-12_UTC,Indeterminada,Caramelo amarelado,Pequeno,Indeterminado,"CACHORRO PERDIDO. se alguém encontrar por canoas/Mathias velho, por aí! nome: marley/caramelo. cor: caramelo amarelado. PODE ESTAR JUNTO A UM CACHORRO: -COR: CARAMELO MEDIO - PELO MEDIO -NOME(APELIDO): TIQUINHO é praticamente meu o cachorro gente! qualquer coisa chame pelo número (51985910229) ou pelo insta mesmo!! (DIVULGUEM POR FAVOR!)",https://www.instagram.com/p/,
2024-05-06_16-00-35_UTC,Vira-lata,Bege,Pequeno,5-10 kg,,https://www.instagram.com/p/C6ogkwrA2N3,oii se acharem um caramelo chamado Marley por canoas Mathias velho me avisem por favor
2024-05-06_16-01-54_UTC,Pitbull,Branco com manchas pretas,Médio a Grande,Entre 30 a 35 kg,"Número para contato 051984864334 Pitbull resgatado na rua Dois mil e noventa e sete, ASA BRANCA os donos estão a procura do lugar que levaram ele. Caso alguém saiba entrar em ctt POR FAVOR!!!",https://www.instagram.com/p/C6oguWvAD7L,PROCURANDO O THOR DO SARANDI - POA 🚨🚨🚨
2024-05-06_17-14-32_UTC,,,,,Perfis que estão postando pets encontrados durante a enchente @PETSPERDIDOSCANOAS @MEUBICHOTASALVOCANOAS @ACHESEUPETRS @CAESRESGATADOSCANOAS @ENCHENTERS_DOGS_CB @ANIMAIS_RESGATADOS_ENCHENTEPOA @ADOTAREENCONTRARPETS @TOSALVOANIMAIS @TOSALVOPETPOA,https://www.instagram.com/p/,
2024-05-06_17-15-43_UTC,Golden Retriever,Dourado,Grande,25 a 34 kg,"Estamos procurando por elas: Alice Amora Quem ficou lá foi a Flor, que é muito braba e acreditamos que não conseguiram levar junto.",https://www.instagram.com/p/,
2024-05-06_17-17-59_UTC,,,,,"Aqui é a nossa casa onde elas estavam. Realmente não sabemos se foram resgatadas ou roubadas. Infelizmente no nosso bairro tá tendo muita ocorrência de roubo nas casas. Foram levadas a Amora e Alice (Goldens) e deixaram a Flor (Border Collie) que é a mais braba de todas, ela ainda estava ali quando meu padrasto chegou pela TV. Referente ao post anterior 👉😥",https://www.instagram.com/p/,
2024-05-06_17-18-46_UTC,Mistura de raças,Branco com manchas marrons e pretas,Pequeno a médio,Indeterminado,Ainda não encontramos eles [emoji chorando] Nos ajude a encontrar compartilhando por favor Eles estavam na rua Jaguarí 241 bairro Mathias velho,https://www.instagram.com/p/C6ophX2RY8S,"🚨 DESAPARECIDOS NA MATHIAS VELHO, EM CANOAS 🚨"
